Ticker,community,page_rank,betweenness
INCY,157,0.30000000000000004,0.0
INTU,158,0.30000000000000004,0.0
INVH,109,0.668398022228171,0.0
IP,245,0.9992020773370239,0.0
IPG,161,0.30000000000000004,0.0
IQV,322,1.0977317244977272,1.5
IRM,163,0.9992020773370239,0.0
ISRG,281,0.793484002591166,0.0
ITW,280,1.8233664177232238,535.9153302637953
IVZ,280,1.19161664779357,297.3087450653264
J,167,0.30000000000000004,0.0
JBHT,231,0.9992020773370239,0.0
JCI,223,0.4482158492384211,0.0
JKHY,170,0.30000000000000004,0.0
JNJ,171,0.30000000000000004,0.0
JPM,280,0.9276664996034377,34.40088032049919
K,173,0.30000000000000004,0.0
KDP,174,0.30000000000000004,0.0
KEYS,223,0.6808795871290968,380.4427680508883
KIM,109,1.2997891918563023,693.1545674093022
KLAC,223,1.4627525282343616,120.94120113213262
KMB,180,0.9267824660026789,0.0
KMX,179,0.30000000000000004,0.0
KO,180,1.0835920179864327,4.0
L,181,1.2416427327169703,229.20196200146466
LDOS,182,0.30000000000000004,0.0
LEN,183,0.7906382266789237,0.16666666666666666
LH,184,0.30000000000000004,0.0
LHX,185,0.9992020773370239,0.0
LIN,186,0.30000000000000004,0.0
LKQ,187,0.30000000000000004,0.0
LLY,188,0.30000000000000004,0.0
LNT,115,1.1588295665439692,668.1913530913529
LRCX,223,1.8048224775882833,284.21529811457117
LUV,191,0.30000000000000004,0.0
LW,192,0.30000000000000004,0.0
LYB,183,0.6795924919811805,0.0
MA,311,0.9992020773370239,0.0
MAA,109,0.8784889964861484,5.242982230073383
MAS,183,1.6019152268992798,677.8042564582862
MCD,197,0.30000000000000004,0.0
MCHP,223,1.1174278964008666,72.71567594822596
MCK,199,0.30000000000000004,0.0
MDT,336,0.9992020773370239,0.0
META,212,0.9716067587556103,0.0
MGM,202,0.9992020773370239,0.0
MHK,183,0.9034337746821424,53.86695341337602
MKC,204,0.30000000000000004,0.0
MLM,316,0.9992020773370239,0.0
MMM,206,0.30000000000000004,0.0
MO,207,0.30000000000000004,0.0
MOH,104,0.9992020773370239,0.0
MPWR,223,1.4281596300650021,161.0946257640851
MRK,210,0.30000000000000004,0.0
MSCI,211,0.30000000000000004,0.0
MSFT,212,1.4219307612233902,2.0
MSI,213,0.30000000000000004,0.0
MTD,322,1.0496070962054596,0.25
MU,223,0.8846917474510263,3.2261904761904763
NCLH,305,0.8697054347897064,0.0
NDAQ,274,0.9992020773370239,0.0
NDSN,280,1.314825197171148,418.8465998731232
NEE,115,1.010590081597719,125.0
NFLX,220,0.30000000000000004,0.0
NOC,221,0.30000000000000004,0.0
NOW,222,0.9992020773370239,0.0
NRG,223,0.5777237337766651,0.0
NTAP,224,0.30000000000000004,0.0
NUE,225,0.30000000000000004,0.0
NVDA,223,1.0020012023799256,22.980117042629974
NVR,183,0.7906382266789237,0.16666666666666666
NWS,229,0.9992020773370239,0.0
NWSA,229,0.9992020773370239,0.0
O,109,0.7611487218353681,24.48934641564598
ODFL,231,0.9992020773370239,0.0
OKE,253,0.9774143387591722,2.0
ON,223,0.879786339235824,0.6409774436090224
ORCL,234,0.30000000000000004,0.0
ORLY,235,0.9992020773370239,0.0
PANW,236,0.30000000000000004,0.0
PAYX,237,0.9992020773370239,0.0
PCAR,238,0.30000000000000004,0.0
PEP,180,0.6791357271087772,0.0
PFE,240,0.30000000000000004,0.0
PFG,280,1.3931888776708683,397.2739691575721
PG,180,1.365377061342104,4.0
PGR,243,0.30000000000000004,0.0
PH,280,2.361986439203681,1927.431740690067
PKG,245,0.9992020773370239,0.0
PLD,109,1.0208314367205953,12.801244327516002
PNC,280,1.52188114605611,1459.3139482630875
PNR,280,1.6201048220568448,494.3441533987906
POOL,183,0.9121066352184306,31.075529294896743
PPG,183,0.744320831005401,30.919426804483745
PPL,115,1.1038636740112209,2.191353091353091
PRU,280,1.6536345746189787,574.9520176817562
PSX,253,1.0327978192116771,1.5
PTC,254,0.30000000000000004,0.0
PYPL,255,0.30000000000000004,0.0
QCOM,223,1.2581075012463363,14.51539947036133
RCL,305,0.8697054347897064,0.0
REG,109,1.458496495032995,175.100485751666
REGN,259,0.30000000000000004,0.0
RF,280,1.1415105781102706,6.287696677887542
RMD,261,0.30000000000000004,0.0
ROK,280,0.47486552869760285,0.0
ROL,263,0.30000000000000004,0.0
ROP,264,0.30000000000000004,0.0
ROST,290,0.9992020773370239,0.0
RSG,327,0.9992020773370239,0.0
RTX,267,0.30000000000000004,0.0
RVTY,322,1.0496070962054596,0.25
SBUX,269,0.30000000000000004,0.0
SCHW,280,0.3534736852573508,0.0
SHW,183,0.5929812556782468,2.2788543757584008
SNA,280,0.3671542667490855,0.0
SO,115,1.1038636740112209,2.191353091353091
SPGI,274,0.9992020773370239,0.0
SRE,115,0.9406315723297074,0.14835164835164835
STE,276,0.30000000000000004,0.0
STT,280,1.0214874154829907,0.8625111000111001
STZ,278,0.30000000000000004,0.0
SWKS,223,1.0685129904231068,124.99999999999999
SYF,280,1.2150262875461924,42.360586113878774
SYK,281,0.793484002591166,0.0
T,320,0.9992020773370239,0.0
TAP,283,0.30000000000000004,0.0
TDY,284,0.30000000000000004,0.0
TECH,322,1.2597229365945988,2.75
TEL,223,0.6090375836429394,9.770521434712174
TER,223,1.2611845251807505,222.39107942520582
TFC,280,1.2594035969098285,26.53148171559783
TFX,289,0.30000000000000004,0.0
TJX,290,0.9992020773370239,0.0
TMO,322,1.0496070962054596,0.25
TMUS,292,0.30000000000000004,0.0
TRGP,253,0.756908699887578,0.0
TRMB,280,0.7564377229933403,163.1634769425675
TROW,280,1.775336492926533,184.80527140990438
TRU,296,0.9992020773370239,0.0
TSCO,297,0.30000000000000004,0.0
TSLA,298,0.30000000000000004,0.0
TSN,299,0.30000000000000004,0.0
TT,280,0.5579930932756518,2.329004329004329
TTWO,301,0.30000000000000004,0.0
TXN,223,1.0217184217197186,1.8038847117794483
TXT,280,0.6218782174825238,9.104994123523536
TYL,304,0.30000000000000004,0.0
UAL,305,0.8697054347897064,0.0
UDR,109,1.0842734186710237,21.384147608260434
UHS,307,0.9992020773370239,0.0
ULTA,308,0.30000000000000004,0.0
UNH,309,0.30000000000000004,0.0
UNP,310,0.9992020773370239,0.0
V,311,0.9992020773370239,0.0
VEEV,312,0.30000000000000004,0.0
VICI,109,1.1699452022996344,2117.658270734674
VLO,253,0.7276261831513144,0.0
VLTO,315,0.30000000000000004,0.0
VMC,316,0.9992020773370239,0.0
VRSK,317,0.30000000000000004,0.0
VRTX,318,0.30000000000000004,0.0
VTRS,319,0.30000000000000004,0.0
VZ,320,0.9992020773370239,0.0
WAB,280,0.578849082619719,6.467904338261928
WAT,322,0.8875932016534691,0.0
WBD,323,0.30000000000000004,0.0
WDC,223,0.45860410798145285,0.0
WEC,115,1.0395432544198122,0.6834165834165835
WELL,109,0.35669941141604905,0.0
WM,327,0.9992020773370239,0.0
WMT,328,0.30000000000000004,0.0
WRB,181,0.7381528400489281,0.0
WST,330,0.30000000000000004,0.0
WY,109,1.485278248972634,612.8190014067865
XEL,115,0.8020617487568724,0.07142857142857142
XOM,253,1.1879906383439074,3.666666666666667
XYL,223,0.38918890362091413,0.0
YUM,335,0.30000000000000004,0.0
ZBH,336,0.9992020773370239,0.0
ZTS,337,0.30000000000000004,0.0
